business_id,total_review_count,fake_review_count,real_review_count,avg_stars,adj_avg_stars,fake_review_pct,stars_delta,metro,name,state,zipcode,categories
bPv2SwR1h818VsgICL_6Ow,68,12,56,2.59,2.8,0.18,-0.20999999999999996,Nashville,Bruegger's Bagels,TN,37203,"Sandwiches, Breakfast & Brunch, Bakeries, Coffee & Tea, Restaurants, Bagels, Food"
bR64-h2JJF7VVPVAPahDUA,7,1,6,4.29,4.17,0.14,0.1200000000000001,Indianapolis,RAYUS Radiology,IN,46032,"Diagnostic Services, Diagnostic Imaging, Health & Medical"
bRAVdxf2JLXSPVT6xFNhTw,27,3,24,3.37,3.38,0.11,-0.009999999999999787,Indianapolis,Eva's Pancake House & Restaurants,IN,46268,"Fish & Chips, Breakfast & Brunch, Restaurants, Salad"
bRGi92qlR2PJqkjGasAN4w,16,0,16,3.81,3.81,0.0,0.0,Nashville,Disney Store,TN,37216,"Outlet Stores, Children's Clothing, Fashion, Shopping, Toy Stores"
bRQ2eZDWDVo2BDHDH3dF0w,15,4,11,3.07,3.45,0.27,-0.38000000000000034,Nashville,Muse Boutique,TN,37203,"Shoe Stores, Accessories, Women's Clothing, Fashion, Shopping"
bRRlWJeuPtmI3UuGhh43Wg,301,26,275,4.02,4.01,0.09,0.009999999999999787,Indianapolis,Yolk Iron Works,IN,46240,"American (New), Cafes, Breakfast & Brunch, American (Traditional), Coffee & Tea, Food, Restaurants"
bRWihBRd5LY3CJhuAShN6g,73,21,52,3.26,3.37,0.29,-0.11000000000000032,Nashville,Camino Real,TN,37089,"Mexican, Desserts, Food, Seafood, Restaurants"
bRjFlv5Rkp93Jf4_keEz-Q,12,2,10,3.58,3.3,0.17,0.28000000000000025,Nashville,Great Clips,TN,37214,"Beauty & Spas, Hair Salons"
bRjxna-5X-kQLvRNKeNpSQ,75,20,55,3.55,3.82,0.27,-0.27,Nashville,Ozeki Grill & Thai Kitchen,TN,37135,"Thai, Restaurants, Japanese"
bRqeGjOJB73Cixn8ohktiQ,11,2,9,3.18,3.56,0.18,-0.3799999999999999,Indianapolis,Indianapolis Auto Show,IN,46225,"Arts & Entertainment, Trade Fairs, Festivals, Local Flavor"
bRzj2WcBTfMuy1rQHStzfA,17,12,5,1.29,2.0,0.71,-0.71,Indianapolis,Miller Transportation,IN,46254,"Travel Services, Hotels & Travel, Transportation, Tours"
bSKboYaBB5vAInZvlSLpbQ,14,2,12,2.93,3.25,0.14,-0.31999999999999984,Indianapolis,LensCrafters,IN,46168,"Health & Medical, Eyewear & Opticians, Ophthalmologists, Optometrists, Doctors, Shopping"
bT3pKLDsjk7JKfbVaHf9Lw,115,24,91,3.82,3.7,0.21,0.11999999999999966,Nashville,Mozzarella Pizzeria,TN,37076,"Food, Desserts, Restaurants, Pasta Shops, Pizza, Salad, Italian, Specialty Food"
bTdLApbVneDlOsXNZRetYw,9,2,7,3.67,4.43,0.22,-0.7599999999999998,Nashville,Bath & Body Works,TN,37214,"Skin Care, Cosmetics & Beauty Supply, Shopping, Beauty & Spas, Candle Stores, Perfume, Home & Garden"
bU78JZGleYUF9kgxRkO4hw,6,2,4,1.67,2.0,0.33,-0.33000000000000007,Nashville,Trish Franks Riding School,TN,37027,"Active Life, Pets, Horseback Riding, Horse Boarding"
bURHqdJwPgRG7qVko2tDPQ,66,20,46,3.82,3.96,0.3,-0.14000000000000012,Indianapolis,The Nail Studio At Fishers Station,IN,46038,"Beauty & Spas, Nail Salons"
bU_xj2I9JRmuaUbDcA5VuA,7,3,4,2.57,3.75,0.43,-1.1800000000000002,Indianapolis,CVS Pharmacy,IN,46221,"Drugstores, Shopping, Health & Medical, Food, Pharmacy, Convenience Stores"
bUcwByQZX8PqErGrtb0V4g,21,6,15,4.9,4.93,0.29,-0.02999999999999936,Indianapolis,el sabor mexican and chinese food,IN,46227,"Chinese, Restaurants, Mexican"
bUo550xB4U2q_gb2u8T3lg,35,0,35,3.8,3.8,0.0,0.0,Indianapolis,Mama Ines Mexican Bakery,IN,46222,"Food, Bakeries"
bUxaQ8FDzTNJlH2xvzjq4Q,63,20,43,3.33,3.37,0.32,-0.040000000000000036,Nashville,Nicholson Cleaners,TN,37206,"Sewing & Alterations, Local Services, Dry Cleaning & Laundry, Laundry Services"
bV3wnllqbKIDFalstq5tCw,99,14,85,3.61,3.68,0.14,-0.07000000000000028,Indianapolis,Greiner's,IN,46203,"Sandwiches, Salad, Restaurants, Delis, Food, Pizza, Diners, Food Trucks"
bV5dtW7JtIw4P6NkbVrObA,14,1,13,4.79,4.85,0.07,-0.05999999999999961,Indianapolis,Indy Pies and Pints with Arts 4 Learning,IN,46208,Local Flavor
bV9H0P0wA6HGDmMdwWqEHQ,12,5,7,2.33,2.43,0.42,-0.10000000000000009,Indianapolis,Banfield Pet Hospital,IN,46168,"Veterinarians, Pets"
bVLHBh9oxp6wRP4MqtdWKQ,10,0,10,4.3,4.3,0.0,0.0,Nashville,Street Sounds,TN,37216,"Auto Glass Services, Auto Upholstery, Car Window Tinting, Auto Customization, Car Stereo Installation, Automotive"
bVyvaxXgxeUiJtkNLTj2fA,15,2,13,4.33,4.23,0.13,0.09999999999999964,Nashville,Best Day Massage Reflexology,TN,37607,"Massage, Massage Therapy, Health & Medical, Reflexology, Beauty & Spas"
bWFZ_VkmkY2oA4NlWXPVBg,9,1,8,4.33,4.75,0.11,-0.41999999999999993,Nashville,WIN Bubble Tea - Hickory Hollow,TN,37013,"Desserts, Bubble Tea, Coffee & Tea, Food"
bWGFzosyIbhoU-jBMEEHKg,154,20,134,4.27,4.25,0.13,0.019999999999999574,Indianapolis,Chef Dan's Southern Comfort Restaurant,IN,46129,"Restaurants, Comfort Food, Cajun/Creole, Seafood, American (Traditional), Soul Food, Caterers, Event Planning & Services"
bWJMd2POMCk5FKi7ZS4Elw,19,2,17,3.58,3.53,0.11,0.050000000000000266,Nashville,Naked Fish,TN,37167,"Restaurants, Japanese"
bWQ11DwK4fE2obt2eTh81A,24,3,21,4.58,4.52,0.12,0.0600000000000005,Indianapolis,La Beaute Spa,IN,46268,"Day Spas, Health & Medical, Beauty & Spas, Skin Care, Medical Spas"
bWr2mXPiX38RuGs_LL3MTg,6,1,5,2.67,2.6,0.17,0.06999999999999984,Indianapolis,AutoNerd,IN,46143,"Automotive, Used Car Dealers, Car Dealers"
bWtDsK6wbEHeCCh3j2XwrQ,7,1,6,4.14,4.0,0.14,0.13999999999999968,Nashville,Williamson County Indoor Sports Complex,TN,37027,"Tennis, Active Life, Swimming Pools, Fitness & Instruction, Recreation Centers"
bWy9xS-eBANWf4i6lTIcgA,18,3,15,2.67,2.93,0.17,-0.26000000000000023,Indianapolis,Bella Vita Ristorante,IN,46204,"Italian, Restaurants"
bXh_HeVFdYt0G---bOQMdQ,24,4,20,4.38,4.45,0.17,-0.07000000000000028,Indianapolis,Bicycle Garage Indy  - Downtown,IN,46204,"Local Services, Active Life, Bikes, Shopping, Bike Repair/Maintenance, Sporting Goods, Bike Rentals"
bXhp-p5IHO8cNyznY94-SQ,5,0,5,1.8,1.8,0.0,0.0,Indianapolis,Speedway,IN,46226,"Coffee & Tea, Automotive, Gas Stations, Convenience Stores, Food"
bY53xPLvBB1Vx7AW_a69cw,8,1,7,4.25,4.14,0.12,0.11000000000000032,Nashville,Diamond  Massage,TN,37115,"Reflexology, Massage Therapy, Health & Medical, Massage, Beauty & Spas"
bY65w9Ha11LpLFB5iup9pA,20,13,7,4.95,4.86,0.65,0.08999999999999986,Nashville,Mindub,TN,37206,"Session Photography, DJs, Photographers, Event Planning & Services, Event Photography, Local Flavor"
bY8AXrVEWUZK9HwEWxx7MQ,12,6,6,3.5,3.33,0.5,0.16999999999999993,Indianapolis,Sport Clips Haircuts of Zionsville,IN,46075,"Men's Hair Salons, Barbers, Hair Salons, Beauty & Spas"
bYk0OuBUMLuMxrkcgcFU8w,6,2,4,4.17,4.0,0.33,0.16999999999999993,Indianapolis,New Horizons Computer Learning Centers,IN,46032,"Specialty Schools, Adult Education, Vocational & Technical School, Education"
bYmu4SgQQn4uk2p1IyrqKQ,21,2,19,4.95,4.95,0.1,0.0,Nashville,Inner Light Yoga,TN,37204,"Yoga, Fitness & Instruction, Active Life"
bYtaoey6jsSv8qBBe4LtXg,10,2,8,3.8,3.88,0.2,-0.08000000000000007,Nashville,Ace Hardware Donelson,TN,37138,"Shopping, Home & Garden, Home Decor, Hardware Stores"
bZ-ffxBu2v44_6HA8C0fpw,13,2,11,4.54,4.45,0.15,0.08999999999999986,Nashville,Wags & Whiskers,TN,37204,"Pets, Pet Stores"
bZ16ZtN28yEx3aBgfPNOxw,11,3,8,4.91,4.88,0.27,0.03000000000000025,Indianapolis,California Closets - Indianapolis,IN,46033,"Home & Garden, Interior Design, Furniture Stores, Shopping, Home Decor, Home Services, Home Organization"
bZ7VLu957j6xbM8-j3lKgQ,9,1,8,4.44,4.88,0.11,-0.4399999999999995,Indianapolis,"Meridian Dermatology - David Gerstein, MD",IN,46260,"Cosmetic Surgeons, Skin Care, Dermatologists, Doctors, Health & Medical, Beauty & Spas"
bZ7sVPdEGI_z1oWC4f1a9w,7,0,7,5.0,5.0,0.0,0.0,Indianapolis,HOTWORX - Fishers,IN,46038,"Fitness & Instruction, Cardio Classes, Gyms, Pilates, Yoga, Active Life"
bZ8ozC9y2c9RygG23Pr1BA,23,4,19,3.83,3.79,0.17,0.040000000000000036,Nashville,Nashville Used & New Music,TN,37211,"Professional Services, Shopping, Musical Instruments & Teachers"
bZHFrdCMyxWMtWcEPlom2A,13,8,5,3.92,3.0,0.62,0.9199999999999999,Nashville,Nashville Night Life,TN,37214,"Dinner Theater, Restaurants"
bZVx5Tz4Bvlx6Gsqg995WA,41,11,30,3.1,3.1,0.27,0.0,Indianapolis,Starbucks,IN,46143,"Food, Coffee & Tea"
bZcW_CPll-WaAgciSLPyrA,213,64,149,4.77,4.72,0.3,0.04999999999999982,Nashville,D'Andrews Bakery & Cafe,TN,37219,"Food, Coffee & Tea, Sandwiches, Breakfast & Brunch, Bakeries, Restaurants"
bZgV0Yo8HtuIl7K7NGjp0w,29,14,15,1.69,1.93,0.48,-0.24,Nashville,Grande View,TN,37209,"Apartments, Home Services, Real Estate"
bZi9s2DRn-JgMyNENwVfNQ,17,3,14,5.0,5.0,0.18,0.0,Indianapolis,Cellular Necessities,IN,46250,"Local Services, IT Services & Computer Repair, Mobile Phones, Electronics Repair, Mobile Phone Repair, Shopping"
bZvDTC3At9n8zAW5lHFw3Q,12,6,6,3.92,3.5,0.5,0.41999999999999993,Nashville,Karma Boutique,TN,37201,"Shopping, Fashion, Women's Clothing, Accessories"
b_cszqum2CmevN_JC6WjpA,78,30,48,1.96,2.15,0.38,-0.18999999999999995,Nashville,IHOP,TN,37013,"American (New), American (Traditional), Burgers, Restaurants, Breakfast & Brunch"
b_jg4hexYmhJoo8c4P6MoA,101,32,69,4.03,3.97,0.32,0.06000000000000005,Nashville,El Metate AutÃ©ntico MexicÃ¡n Restaurant,TN,37207,"Restaurants, Mexican"
b_wFtMMEoN2ecNMkJsncaw,12,5,7,3.75,4.43,0.42,-0.6799999999999997,Nashville,Meridian Dental Centre,TN,37607,"Health & Medical, General Dentistry, Dentists, Endodontists, Cosmetic Dentists"
b_wSSa4nyZsM_sV_Az3Txg,61,12,49,4.28,4.43,0.2,-0.14999999999999947,Indianapolis,"Kim's Kakery, Bakery & Cafe",IN,46227,"Custom Cakes, Patisserie/Cake Shop, Cupcakes, Food, Desserts, Bakeries"
ba-3DOnwtM8MzHe8wAYK_g,7,3,4,2.71,3.0,0.43,-0.29000000000000004,Indianapolis,Interstate Delaware & South Inc,IN,46218,"Towing, Automotive"
ba6afAmNQEG-bpzZKYzK1w,34,14,20,2.68,2.7,0.41,-0.020000000000000018,Indianapolis,Wingstop,IN,46234,"Restaurants, Chicken Wings"
baXfgY9GSdFzKPfkRj1etg,67,36,31,1.15,1.29,0.54,-0.14000000000000012,Nashville,Park Happy,TN,37203,"Automotive, Parking"
bapb3d6GpSuRct6gi4ROGg,12,1,11,3.67,3.82,0.08,-0.1499999999999999,Indianapolis,Noble Roman's Craft Pizza & Pub,IN,46055,"Nightlife, Restaurants, Pizza, Pubs, Bars"
bbb2U28uAi623e38boeaaA,10,3,7,2.2,2.29,0.3,-0.08999999999999986,Nashville,Cottage Spa,TN,37013,"Massage, Beauty & Spas"
bbzbV0r1Xd8Ech-NxY7kHA,5,0,5,4.2,4.2,0.0,0.0,Indianapolis,BOXLUNCH,IN,46250,"Event Planning & Services, Fashion, Flowers & Gifts, Local Services, Cards & Stationery, Shopping, Arts & Crafts, Accessories, Women's Clothing"
bc2JwKl-TRdqCiwy49ZTjw,15,3,12,4.2,4.33,0.2,-0.1299999999999999,Indianapolis,Bark Tutor,IN,46220,"Pet Training, Pets, Pet Services"
bcmzg1y1smYIe1i-tvEKFQ,13,6,7,3.31,3.29,0.46,0.020000000000000018,Nashville,"Mid-State Air Conditioning, Heating & Plumbing",TN,37062,"Heating & Air Conditioning/HVAC, Plumbing, Home Services"
bcxxBysUzzI8MlotsIG5zg,12,0,12,3.17,3.17,0.0,0.0,Indianapolis,Sonny's Bistro,IN,46202,"Sandwiches, Salad, Cafes, Restaurants"
bdBtmYePurapb2eteohYhw,12,4,8,2.42,3.12,0.33,-0.7000000000000002,Indianapolis,Papa John's Pizza,IN,46260,"Pizza, Restaurants"
bdVdOSGtXAwCRNcKoUyEDA,90,39,51,2.76,3.18,0.43,-0.4200000000000004,Nashville,Club Wyndham Nashville,TN,37214,"Hotels, Vacation Rentals, Hotels & Travel, Resorts, Event Planning & Services"
beHX65DgAahlHJKpubb4hA,5,1,4,4.8,4.75,0.2,0.04999999999999982,Indianapolis,Sweet M's Boutique,IN,46168,"Shopping, Accessories, Shoe Stores, Women's Clothing, Fashion"
beMGOiI-19QWcB0l5WnhEg,10,0,10,4.3,4.3,0.0,0.0,Nashville,Martha's At the Plantation,TN,37205,"Southern, Restaurants"
bedFxeLDDUM4hmQcd0BEoQ,5,2,3,5.0,5.0,0.4,0.0,Nashville,Alchemy Nashville,TN,37217,"Tattoo, Makeup Artists, Beauty & Spas, Tattoo Removal, Doctors, Health & Medical"
beoFw6hqFy-8ArV6SkZQPA,157,14,143,3.6,3.71,0.09,-0.10999999999999988,Nashville,Nissan Stadium,TN,37213,"Arts & Entertainment, Stadiums & Arenas"
bf-BDk_qvzaNRsSEWMFmOQ,44,12,32,3.32,3.56,0.27,-0.2400000000000002,Nashville,Woody's Steak House,TN,37115,"Steakhouses, Restaurants"
bf3LS3kIWEFb2fRGXv6wnQ,10,5,5,3.4,5.0,0.5,-1.6,Indianapolis,Urgent Dental Center & Family Dentistry,IN,46229,"Dentists, Health & Medical, Urgent Care, General Dentistry"
bfGfcg_Vl_s03MYBcLlFfA,5,3,2,1.8,3.0,0.6,-1.2,Nashville,The Cake Project,TN,37211,"Bakeries, Food"
bfIfIIqVw5xtw1BtWNlctQ,5,1,4,2.6,3.0,0.2,-0.3999999999999999,Indianapolis,World Famous Sawmill Saloon,IN,46201,"Nightlife, Sports Bars, Lounges, American (Traditional), Burgers, Breakfast & Brunch, Pubs, Restaurants, Bars"
bfMPILsTxFf3UI7audIGSA,6,2,4,5.0,5.0,0.33,0.0,Nashville,Craft Love Franklin,TN,37064,"Venues & Event Spaces, Arts & Entertainment, Art Classes, Paint & Sip, Shopping, Education, Arts & Crafts, Event Planning & Services"
bfX2iVw2nf5XwTcn8RQ7IA,16,6,10,4.12,3.6,0.38,0.52,Nashville,Top Foot Massage,TN,37067,"Massage, Beauty & Spas"
bfvo8BW2WEcKA9LaPrCPEg,17,1,16,4.82,4.81,0.06,0.010000000000000675,Indianapolis,Main Street Treats,IN,46032,"Food, Custom Cakes, Cupcakes, Desserts, Specialty Food, Candy Stores, Bakeries"
bfyFQjaD5Gpu_GtUDyNkWQ,6,4,2,4.5,3.5,0.67,1.0,Nashville,Jacob G Unger MD - Maxwell Aesthetics,TN,37212,"Cosmetic Surgeons, Health & Medical, Doctors"
bg4byZlEDCUVbC16VHxjlA,11,1,10,4.36,4.3,0.09,0.0600000000000005,Nashville,Pecker's Bar & Grill,TN,37210,"Fast Food, Gay Bars, Bars, Restaurants, Karaoke, Nightlife, Comfort Food"
bg7WF23ODrnq3wO2JiSWbQ,46,5,41,4.04,4.22,0.11,-0.17999999999999972,Indianapolis,Ugly Crab,IN,46250,"Restaurants, Seafood, Cajun/Creole"
bgFhX4CGrKx5xfQ3EtelsA,84,22,62,4.19,4.06,0.26,0.13000000000000078,Nashville,Curry House Restaurant,TN,37089,"Indian, Restaurants"
bgpunP8z5y0YNc6a1qS1mA,18,7,11,1.61,1.91,0.39,-0.2999999999999998,Nashville,Panda Express,TN,37214,"Chinese, Restaurants, Fast Food"
bgy8m-50jQaQYduxNVbQlw,12,7,5,1.92,2.4,0.58,-0.48,Indianapolis,Community Management Services,IN,46240,"Financial Advising, Home Services, Professional Services, Real Estate Services, Real Estate, Mortgage Brokers, Contractors, Real Estate Agents, Tax Services, Financial Services, Property Management, Lawyers"
bh46xF9cPpsaXZsV9XBuBQ,6,0,6,3.33,3.33,0.0,0.0,Indianapolis,Marion County Health Department,IN,46205,"Insurance, Medical Centers, Financial Services, Health Insurance Offices, Health & Medical"
bhPyMPCsIiQiBleXhQSGDg,7,0,7,4.14,4.14,0.0,0.0,Indianapolis,Commons Park,IN,46201,"Parks, Active Life, Playgrounds"
bha5PfWIV5TSPTqE-M6z9w,6,1,5,4.33,4.2,0.17,0.1299999999999999,Indianapolis,Tide Cleaners,IN,46077,"Sewing & Alterations, Local Services, Dry Cleaning & Laundry, Shoe Repair, Laundry Services, Dry Cleaning"
bhkhJEplh42UbezFcQ8ZnA,8,4,4,4.88,4.75,0.5,0.1299999999999999,Nashville,The Kitchen Nashville,TN,37205,"Home & Garden, Specialty Schools, Cooking Schools, Cooking Classes, Education, Appliances, Local Services, Shopping, Tableware, Knife Sharpening, Arts & Crafts, Kitchen & Bath"
bhtmNGmgjP8ASuLDge0Urg,12,1,11,4.75,4.73,0.08,0.019999999999999574,Nashville,Rebekah Behnke Massage Therapy,TN,37212,"Health & Medical, Massage, Massage Therapy, Beauty & Spas"
bi9Xc1ovuv5cE-OyzTPs0g,8,6,2,1.62,3.5,0.75,-1.88,Nashville,Ramada Nashville-Atrium Way,TN,37214,"Hotels, Hotels & Travel, Event Planning & Services"
biUvYqSaXogEy432mBQQzQ,9,0,9,4.44,4.44,0.0,0.0,Indianapolis,Paul Ruster Park,IN,46229,"Dog Parks, Active Life, Parks, Playgrounds"
bikZrZ1GJSDUnp0KPwc6qg,9,5,4,2.78,4.0,0.56,-1.2200000000000002,Nashville,Pandora,TN,37215,"Shopping, Jewelry"
bj0RCI6nDYcaJfWQk377Zw,87,8,79,3.31,3.35,0.09,-0.040000000000000036,Indianapolis,Noodles & Company,IN,46202,"Comfort Food, Fast Food, Specialty Food, Pasta Shops, Food, Restaurants, Salad, Chinese, Noodles, American (New), Asian Fusion, Italian"
bj6qrwUU_bqxxSSDP8yuIw,24,4,20,3.96,3.95,0.17,0.009999999999999787,Nashville,Boot Barn,TN,37203,"Fashion, Men's Clothing, Shopping, Shoe Stores, Women's Clothing"
bjA-MBtEdiOtiBntcRw45A,36,4,32,4.61,4.62,0.11,-0.009999999999999787,Nashville,Jackalope Brewing Company - The Ranch,TN,37203,"Beer Tours, Hotels & Travel, Tours, Food, Beer Gardens, Beer Bar, Nightlife, Bars, Breweries"
bjC73SpCjWsRkQo5Jqxnkw,16,5,11,4.75,4.64,0.31,0.11000000000000032,Nashville,Mirror Mirror Hair Studio and Spa,TN,37115,"Massage, Nail Salons, Skin Care, Beauty & Spas, Hair Salons"
bjGCh-BnDg3QsVKFDWzoAA,14,4,10,3.0,3.4,0.29,-0.3999999999999999,Indianapolis,Northside Bar & Grill,IN,46250,"American (Traditional), Bars, Nightlife, Restaurants"
bjTnfHJEncc83exBS81ZqA,48,6,42,4.21,4.29,0.12,-0.08000000000000007,Nashville,Chicago Express,TN,37167,"Burgers, Fast Food, Italian, Sandwiches, Restaurants"
bjVkLzC8-xREEIjSouI2cQ,13,1,12,4.31,4.58,0.08,-0.27000000000000046,Nashville,Twin Kegs 2,TN,37210,"Dive Bars, Pubs, Bars, Restaurants, Nightlife, Jazz & Blues, Sandwiches, Karaoke, Burgers, Arts & Entertainment"
bjfYldiKaG1XxU2TBB86yw,13,7,6,2.77,3.83,0.54,-1.06,Indianapolis,Candlewood Suites Indianapolis - South,IN,46143,"Hotels, Party & Event Planning, Hotels & Travel, Event Planning & Services, Venues & Event Spaces"
bjw8swV8_e4rVGo-b87Vhg,9,2,7,3.33,4.0,0.22,-0.6699999999999999,Nashville,Starbucks,TN,37067,"Food, Coffee & Tea"
bjyLstjkZ9y61Df5Hr8GGw,33,2,31,3.18,3.26,0.06,-0.07999999999999963,Nashville,Target,TN,37205,"Grocery, Department Stores, Shopping, Drugstores, Fashion, Food, Electronics, Home & Garden, Furniture Stores"
bk5ZKusfuzlar9z9JbHlIA,48,14,34,3.42,3.76,0.29,-0.33999999999999986,Indianapolis,Fairfield Inn & Suites by Marriott Indianapolis Downtown,IN,46204,"Hotels & Travel, Hotels, Event Planning & Services"
bkhamtTG9fEJT0Q6HGeK5Q,51,11,40,4.12,4.03,0.22,0.08999999999999986,Nashville,Kuramoto,TN,37146,"Restaurants, Japanese, Sushi Bars"
bki_5P8lQ51wWTd55wikpA,127,55,72,2.57,2.67,0.43,-0.10000000000000009,Nashville,Logan's Roadhouse,TN,37214,"Steakhouses, Nightlife, American (New), Bars, American (Traditional), Barbeque, Restaurants"
blA1bBTRzmZTxn1cHPq1Nw,8,2,6,3.12,3.83,0.25,-0.71,Indianapolis,Supercuts,IN,46220,"Shopping, Hair Stylists, Beauty & Spas, Cosmetics & Beauty Supply, Men's Hair Salons, Hair Salons"
blH4mYCNzkla8XMxwnkaKg,14,7,7,3.0,3.43,0.5,-0.43000000000000016,Indianapolis,Avis Rent A Car,IN,46204,"Car Rental, Hotels & Travel"
blHfKv2fFze6P8YZijMAcA,16,9,7,2.25,2.14,0.56,0.10999999999999988,Indianapolis,Indianapolis Martial Arts Club,IN,46231,"Fitness & Instruction, Gyms, Martial Arts, Active Life"
blUgn4gm4pQtbPrx_sY9sw,38,9,29,3.47,3.59,0.24,-0.11999999999999966,Nashville,Chick-fil-A,TN,37075,"Restaurants, Caterers, Fast Food, Event Planning & Services, Chicken Shop"
blpGf7hdTDFjdL7z3bvgtQ,7,2,5,5.0,5.0,0.29,0.0,Nashville,Tim Friday - Magician,TN,37205,"Performing Arts, Arts & Entertainment, Event Planning & Services, Party & Event Planning, Magicians"
bm5qHk46T4uGBxfaNejkyw,94,20,74,4.37,4.32,0.21,0.04999999999999982,Nashville,ZolliKoffee,TN,37203,"Coffee & Tea, Restaurants, Bakeries, Food, Sandwiches, Breakfast & Brunch"
bmALPLSG9fSJ6jEV8UO_yQ,7,0,7,3.86,3.86,0.0,0.0,Nashville,GracePointe Church,TN,37210,"Churches, Religious Organizations"
bmefwPoElk2QpuPaTtLs7A,8,4,4,4.0,4.5,0.5,-0.5,Indianapolis,Younique Culture,IN,46168,"Jewelry, Plus Size Fashion, Women's Clothing, Shopping, Accessories, Men's Clothing, Fashion"
bmgV2I1VEZBBTezo4rkgCg,8,1,7,3.0,3.29,0.12,-0.29000000000000004,Indianapolis,Ben & Ari's,IN,46038,"Mini Golf, Active Life, Arcades, Arts & Entertainment, Amusement Parks"
bmz4siaejdjs4_yS_mYW4A,269,61,208,3.64,3.67,0.23,-0.029999999999999805,Nashville,Cool Springs Brewery,TN,37607,"American (Traditional), Fish & Chips, Restaurants, Brewpubs, Breweries, Food, Gastropubs, Pizza"
bnSgT1PDYudHliIh4fCHHw,44,7,37,4.39,4.46,0.16,-0.07000000000000028,Nashville,Paddywax Candle Bar,TN,37204,"Home Decor, Shopping, Arts & Crafts, Cards & Stationery, Venues & Event Spaces, Flowers & Gifts, Home & Garden, Gift Shops, Candle Stores, Event Planning & Services"
bnncAgEQfVe9-qIRzcJyCQ,170,20,150,4.21,4.25,0.12,-0.040000000000000036,Indianapolis,Pies & Pints,IN,46074,"Chicken Wings, Salad, Restaurants, Nightlife, Bars, Beer Bar, Pizza"
bnvSozbwKDf8xnsbfe8ZzA,44,8,36,4.45,4.42,0.18,0.03000000000000025,Nashville,Bagelshop ,TN,37219,"Restaurants, Breakfast & Brunch, Bagels, Bakeries, Food"
bo7UVNCtaSF5wu5-3358FA,82,5,77,3.79,3.87,0.06,-0.08000000000000007,Indianapolis,McAlister's Deli,IN,46268,"Sandwiches, Salad, Restaurants, Delis"
boN9yoVPElsnG20bBFZNDg,17,9,8,1.29,1.25,0.53,0.040000000000000036,Nashville,Super 8 by Wyndham Antioch/Nashville South East,TN,37013,"Hotels & Travel, Event Planning & Services, Hotels"
boPXfBCG5P62kCnpyTARmw,43,9,34,3.16,3.38,0.21,-0.21999999999999975,Nashville,PetSmart,TN,37205,"Pets, Pet Services, Pet Stores, Pet Training, Pet Groomers"
boiqhUDUZ0KE95z5Se_s2A,6,2,4,2.17,2.75,0.33,-0.5800000000000001,Nashville,Wingate By Wyndham,TN,37214,"Hotels, Event Planning & Services, Hotels & Travel"
bonnqkpBI8fRqbJYnUr4-g,10,2,8,2.9,2.88,0.2,0.020000000000000018,Indianapolis,Financial Center First Credit Union,IN,46250,"Banks & Credit Unions, Mortgage Brokers, Financial Services, Home Services, Real Estate"
boqf7K60XxoTejUmcgwD1g,5,1,4,4.8,4.75,0.2,0.04999999999999982,Indianapolis,Pinnacle Firearms,IN,46032,"Guns & Ammo, Shopping, Gunsmith, Local Services"
bp-YfsJnbSje3ayCZLGaUA,164,11,153,4.45,4.48,0.07,-0.03000000000000025,Indianapolis,1933 Lounge,IN,46204,"Bars, Nightlife, Restaurants, American (Traditional), Lounges, Cocktail Bars"
bp3ItaVMt-8jKdT9yKKWuQ,7,5,2,2.71,3.0,0.71,-0.29000000000000004,Indianapolis,Ferguson Appliance Showroom,IN,46250,"Home Decor, Home & Garden, Shopping, Kitchen & Bath, Lighting Fixtures & Equipment, Home Services, Appliances"
bpT5-l8k5lKg5ehnBz9Vew,6,2,4,4.17,4.0,0.33,0.16999999999999993,Nashville,Children's Clinic East,TN,37076,"Health & Medical, Doctors, Pediatricians, Medical Centers"
bpykodjkqgiyoaKqvK5qsA,6,2,4,3.67,4.75,0.33,-1.08,Nashville,Lamb Brothers Flooring,TN,37122,"Flooring, Siding, Home Services, Carpeting, Carpet Installation"
bqCpSAzZQTmZYyn6UNdlLg,27,6,21,4.11,4.33,0.22,-0.21999999999999975,Nashville,Mountain Men Moving,TN,37064,"Junk Removal & Hauling, Local Services, Movers, Home Services"
bqHbc_oPaYa5HeipffoeMg,12,9,3,1.17,1.33,0.75,-0.16000000000000014,Nashville,"The Surfin' Plumbers, Heating & Cooling",TN,37214,"Heating & Air Conditioning/HVAC, Water Heater Installation/Repair, Plumbing, Home Services, Contractors"
bqrkRvwviKZPmrEXGp3Tdw,75,11,64,4.31,4.33,0.15,-0.020000000000000462,Indianapolis,Madera Tex-Mex Barbecue,IN,46220,"Event Planning & Services, Nightlife, Beer, Wine & Spirits, Restaurants, Caterers, Sports Bars, Beer Bar, Tex-Mex, Barbeque, Mexican, Bars, Sandwiches, Food"
bqygfw-P4XXsLOV5PLN7uw,26,2,24,4.58,4.58,0.08,0.0,Indianapolis,Indy Bike Hub YMCA,IN,46204,"Local Services, Fitness & Instruction, Active Life, Child Care & Day Care, Gyms"
br819uoTUgjPpH7LhCiipA,25,9,16,2.48,3.19,0.36,-0.71,Indianapolis,LensCrafters Optique,IN,46220,"Eyewear & Opticians, Ophthalmologists, Doctors, Optometrists, Shopping, Health & Medical"
